Sun And Wind,Sun and No Wind,No Sun and Wind,No Sun and No Wind
-15.155682,7.138525,-18.098272,3.550088
-15.603179,6.321552,-17.56177,3.933563
-16.582424,5.135986,-17.522557,3.983548
-18.061595,3.595819,-18.030819,3.634084
-18.36093,3.221492,-18.057087,3.600836
-19.033636,2.755093,-18.723923,3.144887
-18.894295,2.930714,-18.723923,3.144887
-18.913452,3.001541,-18.896944,3.022319
-19.378628,2.413685,-18.91067,3.005472
-19.970165,1.755533,-19.056233,2.916418
-20.730087,1.260885,-19.824786,2.417782
-20.46911,1.501817,-19.653562,2.540534
-20.730087,1.260885,-19.824786,2.417782
-19.665171,2.336155,-19.348208,2.737217
-19.331732,2.757971,-19.361161,2.720808
-19.60023,2.513211,-19.507227,2.630851
-19.921537,2.295006,-19.824786,2.417782
-20.087033,2.179737,-19.97099,2.327117
-19.409462,2.660186,-19.335489,2.753504
-19.513442,2.528814,-19.335489,2.753504
-18.672023,3.585288,-19.335489,2.753504
-18.154989,4.504154,-19.812357,2.433881
-17.481212,5.238394,-19.653562,2.540534
-17.457249,5.084632,-19.335489,2.753504
-17.502224,4.660131,-18.684608,3.194507
-16.892371,5.312288,-18.5119,3.316802
-17.6174,4.610596,-18.83189,3.104709
-18.809309,3.414382,-19.298703,2.801653
-19.70096,2.576725,-19.776425,2.48146
-20.200457,2.226533,-20.252683,2.160273
-20.195446,2.327653,-20.399938,2.068367
-19.695938,2.677664,-19.9239,2.390073
-19.237086,3.067015,-19.605714,2.603995
-17.839455,4.059144,-18.326708,3.455217
-12.931916,7.020011,-13.126655,6.788356
-11.107684,8.152564,-11.297615,7.92966
-10.276132,8.662054,-10.521396,8.375119
-12.308575,7.106838,-12.040795,7.425012
-14.752916,5.395205,-14.203276,6.061365
-15.150386,5.005476,-14.36629,5.95876
-15.335202,4.970052,-14.69201,5.753214
-15.303353,5.104113,-14.854714,5.650273
-15.203161,5.321135,-15.017311,5.547218
-15.252848,5.449491,-15.34218,5.340765
-14.360608,6.61993,-15.504449,5.237366
-13.96017,6.822594,-15.033141,5.528874
-13.552013,7.126208,-14.724328,5.716115
-12.424438,8.187038,-14.253053,6.004856
-13.861094,6.663514,-14.56172,5.818789
-13.933459,6.668395,-14.70804,5.734717
-14.076137,6.682121,-15.017311,5.547218
-16.481673,4.981556,-17.092308,4.231485
-20.158645,2.466086,-20.580627,1.930176
-20.384329,2.180837,-20.569346,1.945603
-20.365244,1.825191,-19.97099,2.327117
-21.797838,0.255865,-20.49542,1.942004
-21.615249,0.589466,-20.692288,1.785736
-21.016612,1.275711,-20.605994,1.807222
-22.866045,-0.377506,-21.927354,0.866032
-23.756991,-1.277161,-22.452031,0.473573
-25.024802,-2.920519,-22.574602,0.402423
-25.596483,-3.515531,-22.837789,0.240082
-25.520865,-3.307681,-22.963642,0.166363
-25.613103,-3.433358,-22.936936,0.199616
-25.194971,-2.949044,-22.75694,0.340252
-21.921295,0.478415,-21.189754,1.431587
-20.896661,1.523103,-20.705874,1.769025
-20.441827,1.917641,-20.391408,1.982339
-19.610926,2.786409,-20.06225,2.212172
-19.564262,3.13174,-20.562667,1.858823
-18.176868,4.314216,-19.646766,2.461461
-17.274022,5.715092,-20.150103,2.10831
-15.305837,7.474583,-19.095442,2.792636
-15.634914,7.281836,-19.462783,2.526067
-17.767603,4.496443,-19.202689,2.678111
-20.127945,1.67477,-19.498639,2.4878
-20.940653,0.901936,-19.934099,2.210185
-21.260932,0.673116,-20.213926,2.036093
-21.069622,0.922032,-20.197564,2.054379
-21.393611,0.883703,-20.792653,1.665734
-21.405663,1.058433,-21.075594,1.487499
-21.261735,1.24268,-21.033252,1.538554
-20.862589,1.661012,-20.823128,1.711746
-20.425095,2.032201,-20.457926,1.990315
-19.974209,2.322465,-19.995883,2.294919
-20.008481,2.278903,-19.995883,2.294919
-20.721022,1.557691,-20.324856,2.065144
-20.935327,1.474415,-20.603845,1.898964
-20.264566,2.051096,-20.094096,2.267445
-19.563296,2.753359,-19.742457,2.528015
-19.080662,3.170293,-19.434873,2.726437
-17.457911,4.250726,-17.832205,3.788871
-15.665606,5.507818,-16.22895,4.822961
-14.916954,6.316748,-16.066683,4.927379
-13.267661,7.817476,-15.267739,5.430199
-12.765069,8.317442,-15.119372,5.5161
-11.692743,8.754573,-13.665239,6.42491
-12.245281,8.295479,-14.023984,6.182578
-14.001311,6.956853,-15.34218,5.340765
-14.888811,5.983441,-15.489169,5.25538
-15.309004,5.567788,-15.63649,5.169626
-15.4749,5.459693,-15.784136,5.083505
-15.621564,5.375141,-15.946355,4.97954
-15.621564,5.375141,-15.946355,4.97954
-15.871092,5.165171,-16.108455,4.87546
-15.997859,5.10465,-16.284738,4.75383
-16.273775,4.767265,-16.284738,4.75383
-16.538444,4.536854,-16.460949,4.632121
-16.358855,4.851035,-16.608141,4.54524
-16.470664,4.807912,-16.769657,4.440771
-16.602323,4.740036,-16.917129,4.353339
-16.476395,4.80057,-16.741868,4.47511
-16.080849,5.096557,-16.418329,4.684216
-15.831729,5.306358,-16.256374,4.788598
-15.719274,5.349672,-16.094297,4.892866
-15.460121,5.477418,-15.769785,5.101061
-15.092297,5.829119,-15.607353,5.204988
-15.24064,5.743059,-15.769785,5.101061
-15.140028,5.957337,-15.9321,4.99702
-15.129736,6.063042,-16.108455,4.87546
-15.417264,5.993253,-16.580161,4.57972
-13.733842,6.992495,-14.778795,5.740888
-13.212202,7.242929,-14.125358,6.153627
-13.398905,7.021453,-14.125358,6.153627
-13.777263,6.663561,-14.288875,6.050602
-13.743218,6.704179,-14.288875,6.050602
-15.988956,5.301616,-16.580161,4.57972
-18.459529,3.662987,-19.00411,2.982316
-20.867947,1.937708,-21.245465,1.453553
-21.295011,1.483542,-21.450464,1.282691
-21.515724,1.199785,-21.502206,1.217345
-22.036485,0.618274,-21.699161,1.059757
-22.861536,-0.083417,-22.34731,0.596659
-23.493891,-0.439998,-23.158712,0.007756
-24.039117,-0.783397,-23.797169,-0.457526
-24.469423,-1.165384,-24.158231,-0.742802
-25.064918,-1.874806,-24.370123,-0.9223
-25.130503,-1.757445,-24.733864,-1.211128
-25.385806,-1.814241,-25.196034,-1.551698
-25.831669,-2.235667,-25.507892,-1.785042
-25.521422,-1.513122,-25.949106,-2.107185
-22.547472,2.585466,-26.111341,-2.233092
-21.61394,3.887633,-26.257452,-2.340501
-22.994229,2.183829,-26.403293,-2.447946
-23.534351,1.46358,-26.387936,-2.429691
-22.477546,2.85376,-26.387936,-2.429691
-23.528236,1.465934,-26.372821,-2.411604
-26.619137,-2.754777,-26.387936,-2.429691
-27.350738,-3.892538,-26.241928,-2.322152
-27.839841,-4.595128,-26.257452,-2.340501
-29.217061,-6.016203,-27.031614,-2.864659
-29.801603,-6.675851,-27.249584,-2.984783
-30.545673,-7.371841,-27.769136,-3.331547
-32.77838,-9.082744,-30.193089,-5.184239
-34.796878,-10.590287,-32.534076,-7.050307
-36.639847,-11.93439,-34.774355,-8.90587
-37.031976,-11.039971,-36.785534,-10.634903
-37.730384,-11.912782,-37.152244,-10.95002
-38.288865,-12.661656,-37.395541,-11.157947
-38.913885,-13.630264,-37.518313,-11.252752
-39.136309,-13.914311,-37.64022,-11.354056
-39.471787,-14.412187,-37.760669,-11.46133
-39.338548,-14.273569,-37.64022,-11.354056
-39.414058,-14.308869,-37.760669,-11.46133
-38.051321,-11.94795,-37.760669,-11.46133
-35.323696,-7.4797,-37.879288,-11.574223
-32.863043,-3.71847,-37.995897,-11.692548
-32.0263,-2.431348,-38.111881,-11.810517
-31.518861,-2.121916,-37.514015,-11.283983
-31.545284,-2.494565,-37.029838,-10.863284
-32.10929,-3.732703,-36.417535,-10.33488
-37.308571,-12.301181,-35.797279,-9.805605
-37.335703,-12.751539,-35.295871,-9.383458
-36.819822,-12.379407,-34.6618,-8.853217
-37.48936,-13.008618,-35.293726,-9.374601
-38.13546,-13.511344,-36.044542,-10.004631
-38.63818,-13.875542,-36.662667,-10.527459
-39.313852,-14.375834,-37.514731,-11.277617
-40.164257,-15.115472,-38.465574,-12.129015
-40.756432,-15.507966,-39.277459,-12.868375
-41.132324,-15.788597,-39.739344,-13.280342
-41.296967,-15.788834,-40.081283,-13.591209
-41.670361,-16.072873,-40.535724,-14.003087
-41.636511,-15.911771,-40.646554,-14.107524
-41.805277,-16.033683,-40.867075,-14.316026
-42.058045,-16.413327,-40.976768,-14.420088
-42.13781,-16.443189,-41.095458,-14.519068
-42.037883,-16.133233,-41.214304,-14.618476
-41.195494,-14.47046,-41.333288,-14.718297
-38.871085,-10.853625,-40.885152,-14.305367
-36.912036,-8.056986,-40.432645,-13.89225
-35.046439,-5.533629,-39.975857,-13.47906
-33.446659,-3.743642,-39.167788,-12.753874
-32.402021,-2.807759,-38.346434,-12.028474
-33.034524,-4.320523,-37.512308,-11.303449
-37.818456,-12.508052,-36.665986,-10.579405
-37.652099,-12.924849,-35.806056,-9.848201
-36.897148,-12.348929,-34.935892,-9.126804
-37.373464,-12.637846,-35.554257,-9.62518
-37.851036,-12.933371,-36.171013,-10.128022
-38.29993,-13.184054,-36.785534,-10.634903
-39.423224,-14.273068,-37.87417,-11.597662
-40.445551,-15.133682,-39.047404,-12.657685
-41.339489,-15.901303,-40.07065,-13.602155
-41.339489,-15.901303,-40.07065,-13.602155
-41.339489,-15.901303,-40.07065,-13.602155
-41.241378,-15.81635,-39.958477,-13.497682
-41.268294,-15.866634,-39.958477,-13.497682
-41.322173,-15.967519,-39.958477,-13.497682
-41.403106,-16.119645,-39.958477,-13.497682
-41.940797,-16.643203,-40.515566,-14.018851
-42.37468,-17.080216,-40.954468,-14.433599
-41.057266,-14.160387,-41.494718,-14.949246
-36.685782,-7.923707,-40.175355,-13.713775
-33.718648,-4.324825,-38.923137,-12.572141
-31.4444,-2.019012,-37.511888,-11.310063
-29.99197,-0.889335,-36.173361,-10.144075
-28.883374,-0.366158,-34.664903,-8.862862
-28.930894,-1.382871,-33.244526,-7.694688
-34.826721,-10.288729,-33.112655,-7.586379
-35.31017,-11.183224,-32.985927,-7.489563
-35.20052,-11.108107,-32.859306,-7.393052
-35.679172,-11.486904,-33.376043,-7.802947
-35.882693,-11.512782,-33.759739,-8.106104
-35.731087,-10.848519,-34.268827,-8.509134
-33.399536,-7.824417,-33.357259,-7.75927
-32.189282,-6.735508,-32.29029,-6.888087
-31.268631,-6.022239,-31.345292,-6.136408
-30.977582,-5.681047,-31.194385,-6.00214
-30.838036,-5.565197,-31.043159,-5.867875
-30.479537,-5.223606,-30.75257,-5.623764
-30.338693,-5.10756,-30.600132,-5.489318
-30.160476,-4.934869,-30.441287,-5.342911
-30.08131,-4.908518,-30.28848,-5.208669
-30.112351,-4.953396,-30.28848,-5.208669
-30.112351,-4.953396,-30.28848,-5.208669
-28.933619,-3.27175,-30.28848,-5.208669
-26.444909,-0.123596,-29.87648,-4.901382
-24.236834,2.524636,-29.456623,-4.582931
-23.045874,3.794574,-29.034939,-4.26524
-21.748901,4.914166,-28.17756,-3.618465
-21.863468,4.250075,-27.311464,-2.973811
-22.673184,2.683517,-26.426535,-2.316632
-27.172792,-3.259172,-26.5747,-2.426052
-27.915561,-4.308935,-26.5747,-2.426052
-28.219093,-4.644878,-26.722598,-2.535518
-28.157422,-4.654542,-26.5747,-2.426052
-27.9844,-4.40711,-26.5747,-2.426052
-27.818389,-4.268268,-26.426535,-2.316632
-26.759851,-2.585591,-26.702565,-2.506239
-27.303072,-3.147891,-26.979327,-2.697211
-27.389199,-3.073914,-27.256758,-2.889521
-27.389436,-2.882863,-27.542845,-3.09646
-27.930874,-3.444951,-27.820843,-3.290959
-28.18914,-3.615497,-28.106402,-3.499362
-28.09234,-3.479645,-28.106402,-3.499362
-28.386222,-3.798294,-28.252481,-3.610073
-28.257176,-3.616671,-28.252481,-3.610073
-28.128816,-3.436535,-28.252481,-3.610073
-28.18914,-3.615497,-28.106402,-3.499362
-27.296578,-2.373695,-28.106402,-3.499362
-25.916123,-0.773018,-27.674025,-3.18043
-24.605491,0.697165,-27.239997,-2.862434
-23.178229,2.285897,-26.804386,-2.545417
-21.535558,3.935798,-26.078262,-2.024145
-20.799928,4.424863,-25.359739,-1.52145
-21.462206,3.144396,-24.628502,-1.007882
-23.168088,0.935603,-24.616602,-0.992092
-25.061423,-1.690875,-24.453242,-0.867652
-25.221191,-1.90803,-24.441662,-0.852075
-25.131889,-1.784359,-24.419152,-0.821341
-24.640402,-1.022012,-24.549766,-0.900299
-24.486754,-0.814001,-24.52917,-0.870781
-24.59271,-1.052065,-24.386983,-0.776258
-24.691553,-1.280412,-24.234369,-0.667118
-24.059421,-0.529278,-24.092264,-0.573087
-23.832529,-0.320818,-23.917817,-0.434106
-23.616076,-0.127791,-23.753874,-0.310234
-23.355508,0.123472,-23.579471,-0.171726
-23.38883,0.07963,-23.579471,-0.171726
-23.28232,0.125546,-23.425308,-0.062727
-23.248892,0.169488,-23.425308,-0.062727
-23.142281,0.215297,-23.270929,0.046186
-22.964756,0.448955,-23.260694,0.060905
-22.156371,1.405347,-23.105999,0.169794
-20.527951,3.20244,-22.640662,0.495917
-19.039793,4.782832,-22.184443,0.80603
-16.445249,7.207848,-20.930983,1.668575
-14.967131,8.255518,-19.691837,2.491677
-15.633935,7.472435,-19.705068,2.475138
-17.014713,5.996552,-20.021709,2.262216
-18.427587,4.079526,-19.705068,2.475138
-19.708063,2.376369,-19.546504,2.581432
-19.421424,2.550016,-19.228898,2.79368
-19.119308,2.931315,-19.202082,2.826999
-19.305983,2.790694,-19.335489,2.753504
-18.46268,3.472088,-18.671969,3.210813
-18.1895,3.71922,-18.487111,3.349209
-18.245762,3.650216,-18.47505,3.36525
-18.310034,3.664662,-18.623646,3.274932
-18.173211,3.834058,-18.623646,3.274932
-18.340576,3.720811,-18.772489,3.184264
-18.306446,3.763045,-18.772489,3.184264
-18.27237,3.805188,-18.772489,3.184264
-18.875414,3.429362,-19.401616,2.772741
-18.662416,3.60117,-19.241757,2.879688
-18.866869,3.347357,-19.241757,2.879688
-18.807561,3.513609,-19.401616,2.772741
-17.411331,4.862641,-18.761248,3.199865
-17.067773,5.279886,-18.772489,3.184264
-16.326213,5.993143,-18.451574,3.397023
-16.317063,6.095007,-18.623646,3.274932
-15.501364,6.800166,-18.153914,3.577287
-16.049302,6.506575,-18.795598,3.152762
-15.439812,7.054175,-18.487111,3.349209
-15.93342,6.285521,-18.16616,3.561111
-18.025251,3.548468,-17.844637,3.772557
-17.911637,3.501418,-17.522557,3.983548
-18.881463,2.288143,-17.50994,4.000001
-19.514291,1.581309,-17.671141,3.894493
-19.619154,1.450342,-17.658836,3.910775
-19.391175,1.542777,-17.361313,4.088873
-19.067203,1.856377,-17.212964,4.177388
-18.802301,1.995664,-16.917129,4.353339
-18.840393,1.947263,-16.917129,4.353339
-18.993475,1.752437,-16.917129,4.353339
-19.031927,1.703422,-16.917129,4.353339
-18.927336,1.739543,-16.755643,4.457994
-18.888759,1.78869,-16.755643,4.457994
-18.822809,1.775431,-16.594032,4.562533
-18.679511,1.860497,-16.432295,4.666957
-18.160509,2.32426,-16.108455,4.87546
-16.66678,4.094726,-15.946355,4.97954
-13.730123,7.275906,-15.311672,5.376838
-11.418358,9.620559,-14.69201,5.753214
-10.888159,9.876022,-14.056595,6.145043
-10.044234,10.577692,-13.58397,6.432458
-9.969389,10.309366,-12.947913,6.819766
-10.441845,9.496883,-12.475256,7.103606
-12.657563,7.539106,-13.58397,6.432458
-14.238083,6.300145,-14.676235,5.77161
-13.433986,6.794972,-13.828857,6.322376
-13.106056,6.99883,-13.470272,6.564687
-15.304713,5.758392,-15.904294,5.031685
-15.276144,5.793384,-15.8774,5.065979
-15.245463,5.737368,-15.728132,5.15315
-17.141337,4.54645,-17.671141,3.894493
-18.343325,3.714879,-18.807475,3.136853
-19.712493,2.84342,-20.241427,2.175711
-19.491747,2.934314,-19.9239,2.390073
-19.551941,2.765344,-19.764889,2.497089
-19.649152,2.549243,-19.605714,2.603995
-20.860064,1.670098,-20.716444,1.853357
-21.219641,1.207506,-20.727418,1.838107
-21.11225,1.156054,-20.4111,2.052992
-22.353193,0.117469,-21.357932,1.407067
-20.350001,2.874622,-21.672091,1.190926
-16.255407,7.860277,-21.682703,1.175937
-14.063684,9.897549,-20.761629,1.791655
-12.987124,10.617938,-19.824786,2.417782
-11.173492,11.318913,-17.325743,4.039854
-12.7134,9.316974,-16.90708,4.280509
-13.104376,9.148143,-17.437867,3.912993
-13.710321,7.890845,-16.47635,4.535491
-20.248249,1.008842,-18.553588,3.181254
-21.029817,0.282488,-19.013815,2.883815
-20.958057,0.670868,-19.47357,2.584838
-25.15902,-2.205138,-23.786124,-0.355336
-27.754426,-4.345934,-26.032024,-1.953627
-26.592519,-3.390255,-24.956853,-1.156387
-25.539516,-2.710493,-23.723492,-0.266289
-24.716642,-2.262106,-22.619995,0.525499
-24.670062,-2.303018,-22.48514,0.604438
-24.315976,-1.828762,-22.506846,0.574234
-23.688727,-1.086295,-22.374103,0.651691
-23.710511,-0.819142,-22.795981,0.387301
-23.881478,-0.656423,-23.376648,0.009331
-24.162783,-0.735243,-23.805709,-0.264111
-23.849431,-0.508947,-23.496249,-0.044684
-23.474461,-0.206003,-23.194607,0.1606
-22.357691,1.060558,-22.883634,0.379186
-20.496888,3.148403,-22.42497,0.69215
-18.291053,5.509377,-21.81858,1.097512
-15.711425,8.321246,-21.357932,1.407067
-15.5354,8.621294,-21.536732,1.268825
-15.171834,8.881031,-21.245465,1.453553
-16.382106,7.378971,-21.11228,1.529532
-18.575479,4.543082,-20.810366,1.727987
-23.354945,-0.836657,-22.086971,0.836124
-23.771945,-1.300655,-22.267258,0.696224
-24.79197,-2.093712,-23.171196,0.07917
-25.373027,-2.202928,-24.223951,-0.652287
-26.067117,-2.570996,-25.117891,-1.280208
-26.94901,-3.79351,-25.117891,-1.280208
-26.707314,-3.553309,-24.966122,-1.170493
-26.493055,-3.255354,-24.966122,-1.170493
-26.777358,-3.556893,-25.127243,-1.294369
-26.643063,-3.372676,-25.136791,-1.308654
-26.891241,-3.624576,-25.297725,-1.432639
-26.204982,-2.770107,-25.156479,-1.33761
-26.154181,-2.703666,-25.176973,-1.367088
-26.166905,-2.819736,-25.036562,-1.272812
-25.7108,-2.189995,-25.025888,-1.2578
-25.472881,-1.960659,-24.874561,-1.148579
-24.904245,-1.187929,-24.863977,-1.133629
-23.163621,0.843236,-24.419152,-0.821341
-22.055375,2.007777,-23.984862,-0.525925
-21.21712,2.810938,-23.550841,-0.232609
-20.926084,2.99168,-23.219032,0.016073
-21.287264,2.43607,-23.0528,0.140271
-21.511949,1.95961,-22.73189,0.372472
-21.603093,1.652621,-22.397766,0.620318
-21.943355,1.117699,-22.230417,0.744086
-21.876067,1.015782,-21.906978,0.975633
-21.734755,1.104329,-21.750881,1.083418
-21.734755,1.104329,-21.750881,1.083418
-21.559401,1.236653,-21.594592,1.191103
-21.248773,1.543016,-21.438115,1.298686
-21.316212,1.456085,-21.438115,1.298686
-21.073055,1.67459,-21.281452,1.406168
-20.74208,1.910128,-20.955149,1.636867
-20.642495,1.943433,-20.773473,1.775929
-20.385593,2.17715,-20.603845,1.898964
-20.366893,2.107412,-20.434071,2.021894
-20.184482,2.33974,-20.422476,2.037502
-20.343745,2.138575,-20.4111,2.052992
-20.131819,2.313526,-20.252683,2.160273
-20.234858,2.182895,-20.252683,2.160273
-19.583533,3.097661,-20.4111,2.052992
-18.045252,5.002175,-20.422476,2.037502
-16.399941,6.811661,-20.117448,2.236095
-16.279563,6.958065,-20.129457,2.220242
-16.942548,6.165845,-20.141691,2.204268
-17.35297,5.942847,-20.627955,1.867261
-17.753234,5.549703,-20.797839,1.744097
-18.858519,4.100181,-20.652981,1.835049
-19.837221,2.686296,-20.350754,2.032425
-20.061025,2.212994,-20.048492,2.228988
-20.093864,1.979899,-19.705068,2.475138
-19.998861,2.101476,-19.678845,2.508087
-21.357871,0.834057,-20.445887,2.006165
-20.658727,1.828843,-20.603845,1.898964
-21.002379,1.197929,-20.287756,2.113258
-20.931494,1.193848,-20.129457,2.220242
-21.169301,1.174493,-20.592126,1.91463
-20.819765,1.623618,-20.592126,1.91463
-20.56687,1.94771,-20.580627,1.930176
-20.982854,1.415661,-20.580627,1.930176
-21.259589,1.345113,-21.043035,1.622797
-21.052598,1.610556,-21.043035,1.622797
-21.287594,1.404791,-21.189884,1.530045
-21.804063,0.929989,-21.49431,1.328803
-20.3919,2.823193,-21.641487,1.235201
-18.659489,4.520507,-20.885315,1.730505
-17.797839,5.576434,-20.907713,1.699782
-17.556208,5.876721,-20.942952,1.652785
-16.700324,6.585888,-20.4343,1.930991
-17.258144,5.951143,-20.560168,1.787476
-17.473983,5.336828,-19.800156,2.449859
-18.38166,4.131948,-19.653562,2.540534
-19.36081,3.00379,-19.800156,2.449859
-19.768941,2.333734,-19.812543,2.277551
-18.918392,2.925047,-18.954628,2.878899
-19.896377,2.239964,-19.819848,2.337944
-19.632005,2.474003,-19.573894,2.547839
-19.803659,2.538864,-19.995883,2.294919
-19.60997,2.690696,-19.78818,2.465718
-19.597706,2.710132,-19.742457,2.528015
-20.098205,2.35969,-20.219549,2.206253
-20.098205,2.35969,-20.219549,2.206253
-20.06383,2.403097,-20.219549,2.206253
-20.029509,2.446412,-20.219549,2.206253
-20.132634,2.316188,-20.219549,2.206253
-20.132634,2.316188,-20.219549,2.206253
-20.201653,2.228902,-20.219549,2.206253
-20.345111,2.140779,-20.378245,2.098781
-19.27676,3.482159,-20.378245,2.098781
-17.931737,5.13762,-20.388987,2.083629
-16.784141,6.43474,-20.241427,2.175711
-16.172677,7.077157,-20.094096,2.267445
-15.733889,7.68444,-20.252683,2.160273
-16.19049,7.323964,-20.580627,1.930176
-17.493612,5.763478,-20.580627,1.930176
-19.348257,3.484412,-20.580627,1.930176
-21.194116,1.802637,-21.693524,1.160828
-21.683284,1.268152,-21.850128,1.052731
-22.000496,1.046472,-22.162757,0.836237
-22.209511,0.869731,-22.318779,0.727844
-22.593177,0.559077,-22.630225,0.510769
-23.025241,0.275713,-23.105999,0.169794
-23.685701,-0.216345,-23.723492,-0.266289
-24.146544,-0.545556,-24.193921,-0.608564
-24.634361,-0.81867,-24.804735,-1.046673
-25.114296,-1.179392,-25.260368,-1.376027
-25.794637,-1.721333,-25.864453,-1.816112
-26.405029,-2.175822,-26.464484,-2.257175
-26.754284,-2.374236,-26.919576,-2.601706
-27.357632,-2.830146,-27.511694,-3.043891
-27.729483,-3.160974,-27.813381,-3.278038
-27.838173,-3.220805,-27.967378,-3.401523
-26.86003,-1.685036,-28.266851,-3.635538
-24.947172,0.791155,-28.136301,-3.551092
-23.125342,2.987627,-27.869248,-3.370995
-23.143406,2.882019,-27.741002,-3.288809
-22.527169,3.319059,-27.164661,-2.864178
-22.596213,2.962433,-26.722598,-2.535518
-23.108403,1.942074,-26.140251,-2.113107
-23.831263,0.625219,-25.543407,-1.676673
-24.779562,-0.924296,-25.105081,-1.365813
-24.905297,-1.478561,-24.501787,-0.931392
